,id,titel,output,areaLevel1,areaLevel2,areaLevel3
78,Highest_Ambtenarenwet,Ambtenarenwet,Uw vraagt lijkt te gaan om <b>Ambtenarenwet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Ambtenarenrecht
79,Highest_Ambtenarenwet 2017,Ambtenarenwet 2017,Uw vraagt lijkt te gaan om <b>Ambtenarenwet 2017</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Ambtenarenrecht
80,Highest_Arbeidsomstandighedenbesluit,Arbeidsomstandighedenbesluit,Uw vraagt lijkt te gaan om <b>Arbeidsomstandighedenbesluit</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Arbeidsrecht en Socialezekerheidsrecht,Arbeidsrecht
81,Highest_Arbeidsomstandighedenwet,Arbeidsomstandighedenwet,Uw vraagt lijkt te gaan om <b>Arbeidsomstandighedenwet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Arbeidsrecht en Socialezekerheidsrecht,Arbeidsrecht
82,Highest_Arbeidstijdenwet,Arbeidstijdenwet,Uw vraagt lijkt te gaan om <b>Arbeidstijdenwet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Arbeidsrecht en Socialezekerheidsrecht,Arbeidsrecht
83,Highest_Auteurswet,Auteurswet,Uw vraagt lijkt te gaan om <b>Auteurswet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Goederen- en verbintenissenrecht,Verbintenissenrecht
84,Highest_Belastingregeling voor het Koninkrijk,Belastingregeling voor het Koninkrijk,Uw vraagt lijkt te gaan om <b>Belastingregeling voor het Koninkrijk</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
85,Highest_Beleidsregel Instructie organieke matching,Beleidsregel Instructie organieke matching,Uw vraagt lijkt te gaan om <b>Beleidsregel Instructie organieke matching</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,
86,Highest_Belemmeringenwet Privaatrecht,Belemmeringenwet Privaatrecht,Uw vraagt lijkt te gaan om <b>Belemmeringenwet Privaatrecht</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Omgevingsrecht,
87,Highest_Benelux-verdrag inzake de intellectuele eigendom (merken en tekeningen of modellen),Benelux-verdrag inzake de intellectuele eigendom (merken en tekeningen of modellen),Uw vraagt lijkt te gaan om <b>Benelux-verdrag inzake de intellectuele eigendom (merken en tekeningen of modellen)</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
88,Highest_Besluit aanvullende arbeidsongeschiktheids- en invaliditeitsvoorzieningen militairen,Besluit aanvullende arbeidsongeschiktheids- en invaliditeitsvoorzieningen militairen,Uw vraagt lijkt te gaan om <b>Besluit aanvullende arbeidsongeschiktheids- en invaliditeitsvoorzieningen militairen</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Ambtenarenrecht
89,Highest_Besluit algemene rechtspositie politie,Besluit algemene rechtspositie politie,Uw vraagt lijkt te gaan om <b>Besluit algemene rechtspositie politie</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,
90,Highest_Besluit bezoldiging politie,Besluit bezoldiging politie,Uw vraagt lijkt te gaan om <b>Besluit bezoldiging politie</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,
91,Highest_Besluit bijstandverlening zelfstandigen,Besluit bijstandverlening zelfstandigen,Uw vraagt lijkt te gaan om <b>Besluit bijstandverlening zelfstandigen</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
92,Highest_Besluit bijstandverlening zelfstandigen 2004,Besluit bijstandverlening zelfstandigen 2004,Uw vraagt lijkt te gaan om <b>Besluit bijstandverlening zelfstandigen 2004</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
93,Highest_Besluit externe veiligheid inrichtingen,Besluit externe veiligheid inrichtingen,Uw vraagt lijkt te gaan om <b>Besluit externe veiligheid inrichtingen</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Omgevingsrecht,
94,Highest_Besluit huurprijzen woonruimte,Besluit huurprijzen woonruimte,Uw vraagt lijkt te gaan om <b>Besluit huurprijzen woonruimte</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Goederen- en verbintenissenrecht,Verbintenissenrecht
95,Highest_Besluit omgevingsrecht,Besluit omgevingsrecht,Uw vraagt lijkt te gaan om <b>Besluit omgevingsrecht</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Omgevingsrecht,
96,Highest_Besluit overgangsrecht transitievergoeding,Besluit overgangsrecht transitievergoeding,Uw vraagt lijkt te gaan om <b>Besluit overgangsrecht transitievergoeding</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Arbeidsrecht en Socialezekerheidsrecht,Arbeidsrecht
97,"Highest_Besluit proceskosten bestuursrecht, Artikel 1","Besluit proceskosten bestuursrecht, Artikel 1","Uw vraagt lijkt te gaan om <b>Besluit proceskosten bestuursrecht, Artikel 1</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,
98,Highest_Besluit ruimtelijke ordening,Besluit ruimtelijke ordening,Uw vraagt lijkt te gaan om <b>Besluit ruimtelijke ordening</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Omgevingsrecht,
99,Highest_Besluit tarieven in strafzaken 2003,Besluit tarieven in strafzaken 2003,Uw vraagt lijkt te gaan om <b>Besluit tarieven in strafzaken 2003</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Procesrecht,Strafprocesrecht
100,Highest_Besluit uitvoering Wet arbeid vreemdelingen,Besluit uitvoering Wet arbeid vreemdelingen,Uw vraagt lijkt te gaan om <b>Besluit uitvoering Wet arbeid vreemdelingen</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
101,Highest_Besluit vergoeding voor buitengerechtelijke incassokosten,Besluit vergoeding voor buitengerechtelijke incassokosten,Uw vraagt lijkt te gaan om <b>Besluit vergoeding voor buitengerechtelijke incassokosten</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Goederen- en verbintenissenrecht,Verbintenissenrecht
102,Highest_Besluit vergoedingen rechtsbijstand 2000,Besluit vergoedingen rechtsbijstand 2000,Uw vraagt lijkt te gaan om <b>Besluit vergoedingen rechtsbijstand 2000</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
103,"Highest_Besluit zorgaanspraken AWBZ, Artikel 6","Besluit zorgaanspraken AWBZ, Artikel 6","Uw vraagt lijkt te gaan om <b>Besluit zorgaanspraken AWBZ, Artikel 6</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Overig civiel recht,Civiel recht
104,Highest_Besluit zorgverzekering,Besluit zorgverzekering,Uw vraagt lijkt te gaan om <b>Besluit zorgverzekering</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
105,Highest_Binnenvaartwet,Binnenvaartwet,Uw vraagt lijkt te gaan om <b>Binnenvaartwet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
106,Highest_Boetebesluit socialezekerheidswetten,Boetebesluit socialezekerheidswetten,Uw vraagt lijkt te gaan om <b>Boetebesluit socialezekerheidswetten</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
107,"Highest_Boetebesluit socialezekerheidswetten, Artikel 2","Boetebesluit socialezekerheidswetten, Artikel 2","Uw vraagt lijkt te gaan om <b>Boetebesluit socialezekerheidswetten, Artikel 2</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
108,Highest_Buitengewoon Besluit Arbeidsverhoudingen 1945,Buitengewoon Besluit Arbeidsverhoudingen 1945,Uw vraagt lijkt te gaan om <b>Buitengewoon Besluit Arbeidsverhoudingen 1945</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Arbeidsrecht en Socialezekerheidsrecht,Arbeidsrecht
109,"Highest_Burgerlijk Wetboek Boek 1, Artikel 141","Burgerlijk Wetboek Boek 1, Artikel 141","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 141</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
110,"Highest_Burgerlijk Wetboek Boek 1, Artikel 157","Burgerlijk Wetboek Boek 1, Artikel 157","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 157</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
111,"Highest_Burgerlijk Wetboek Boek 1, Artikel 160","Burgerlijk Wetboek Boek 1, Artikel 160","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 160</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
112,"Highest_Burgerlijk Wetboek Boek 1, Artikel 164","Burgerlijk Wetboek Boek 1, Artikel 164","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 164</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
113,"Highest_Burgerlijk Wetboek Boek 1, Artikel 204","Burgerlijk Wetboek Boek 1, Artikel 204","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 204</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
114,"Highest_Burgerlijk Wetboek Boek 1, Artikel 212","Burgerlijk Wetboek Boek 1, Artikel 212","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 212</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
115,"Highest_Burgerlijk Wetboek Boek 1, Artikel 227","Burgerlijk Wetboek Boek 1, Artikel 227","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 227</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
116,"Highest_Burgerlijk Wetboek Boek 1, Artikel 24","Burgerlijk Wetboek Boek 1, Artikel 24","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 24</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
117,"Highest_Burgerlijk Wetboek Boek 1, Artikel 250","Burgerlijk Wetboek Boek 1, Artikel 250","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 250</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
118,"Highest_Burgerlijk Wetboek Boek 1, Artikel 253a","Burgerlijk Wetboek Boek 1, Artikel 253a","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 253a</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
119,"Highest_Burgerlijk Wetboek Boek 1, Artikel 253n","Burgerlijk Wetboek Boek 1, Artikel 253n","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 253n</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
120,"Highest_Burgerlijk Wetboek Boek 1, Artikel 253q","Burgerlijk Wetboek Boek 1, Artikel 253q","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 253q</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
121,"Highest_Burgerlijk Wetboek Boek 1, Artikel 254","Burgerlijk Wetboek Boek 1, Artikel 254","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 254</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
122,"Highest_Burgerlijk Wetboek Boek 1, Artikel 255","Burgerlijk Wetboek Boek 1, Artikel 255","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 255</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
123,"Highest_Burgerlijk Wetboek Boek 1, Artikel 265b","Burgerlijk Wetboek Boek 1, Artikel 265b","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 265b</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
124,"Highest_Burgerlijk Wetboek Boek 1, Artikel 265f","Burgerlijk Wetboek Boek 1, Artikel 265f","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 265f</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
125,"Highest_Burgerlijk Wetboek Boek 1, Artikel 266","Burgerlijk Wetboek Boek 1, Artikel 266","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 266</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
126,"Highest_Burgerlijk Wetboek Boek 1, Artikel 377a","Burgerlijk Wetboek Boek 1, Artikel 377a","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 377a</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
127,"Highest_Burgerlijk Wetboek Boek 1, Artikel 377e","Burgerlijk Wetboek Boek 1, Artikel 377e","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 377e</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
128,"Highest_Burgerlijk Wetboek Boek 1, Artikel 378","Burgerlijk Wetboek Boek 1, Artikel 378","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 378</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
129,"Highest_Burgerlijk Wetboek Boek 1, Artikel 392","Burgerlijk Wetboek Boek 1, Artikel 392","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 392</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
130,"Highest_Burgerlijk Wetboek Boek 1, Artikel 397","Burgerlijk Wetboek Boek 1, Artikel 397","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 397</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
131,"Highest_Burgerlijk Wetboek Boek 1, Artikel 400","Burgerlijk Wetboek Boek 1, Artikel 400","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 400</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
132,"Highest_Burgerlijk Wetboek Boek 1, Artikel 401","Burgerlijk Wetboek Boek 1, Artikel 401","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 401</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
133,"Highest_Burgerlijk Wetboek Boek 1, Artikel 402","Burgerlijk Wetboek Boek 1, Artikel 402","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 402</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
134,"Highest_Burgerlijk Wetboek Boek 1, Artikel 402a","Burgerlijk Wetboek Boek 1, Artikel 402a","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 402a</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
135,"Highest_Burgerlijk Wetboek Boek 1, Artikel 406","Burgerlijk Wetboek Boek 1, Artikel 406","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 406</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
136,"Highest_Burgerlijk Wetboek Boek 1, Artikel 431","Burgerlijk Wetboek Boek 1, Artikel 431","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 431</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
137,"Highest_Burgerlijk Wetboek Boek 1, Artikel 432","Burgerlijk Wetboek Boek 1, Artikel 432","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 432</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
138,"Highest_Burgerlijk Wetboek Boek 1, Artikel 435","Burgerlijk Wetboek Boek 1, Artikel 435","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 435</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
139,"Highest_Burgerlijk Wetboek Boek 1, Artikel 441","Burgerlijk Wetboek Boek 1, Artikel 441","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 441</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
140,"Highest_Burgerlijk Wetboek Boek 1, Artikel 81","Burgerlijk Wetboek Boek 1, Artikel 81","Uw vraagt lijkt te gaan om <b>Burgerlijk Wetboek Boek 1, Artikel 81</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
